name,reference
Διονύσιος Παπύλου_Παπύλου Διονυσίου,"11.104.ii.2"
Διονύσιος Φωτείνου,"5.219.a.1"
Διονυσιο··· ···_Μο···,"11.48.1"
Διονυσίου,"1.4.5"
Διονυσίου,"1.6.5"
Διονυσίου,"1.118.2"
Διονυσίου,"1.179.17"
Διονυσίου,"2.503.12"
Διονυσίου,"12.204.3"
Διονυσίου,"12.404.ii.1"
Διονυσίου,"12.527.7"
Διονυσίου,"12.803.a.9"
Διονυσίου,"12.805.2"
Διονυσίου,"12.1202.2"
Διονυσίου,"13.5.20"
Διονυσίου,"13.501.2"
Διονυσίου,"15.317.1"
Διονυσίου γ_Ἀπολλωνίου,"13.618.a.7"
Διονυσίου δ Διογενιανοῦ,"13.106.2"
Διονυσίου Δινομάχου,"5.2.ii.2"
Διονυσίου Δινομάχου,"5.2.iv.2"
Διονυσίου Κ···,"8.903.2"
Διονυσίου Το···,"11.27.1"
Διονυσίου_Ἀθηναγόρου_Εὐπολέμου,"13.203.b.3"
Διονυσίου_Δημητρίου,"12.307.6"
Διονυσίου_Δινομάχου,"5.2.i.2"
Διονυσίου_Δινομάχου,"5.2.iii.2"
Διονυσίου_Διονυσί ου_Τάτας,"12.1112.11"
Διονυσίου_Διονυσί ου_Τάτας,"12.1112.11"
Διονυσίου_Ζήνωνος_Διονυσίου γ_Ἀπολλωνίου,"13.618.a.6"
Διονυσίου_Ζήνωνος τρὶς_Ἑκαταίου Χάρμου,"13.109.a.1"
Διονυσίου_Παπύλου,"12.714.3"
Διονυσίου_Περίτου,"11.508.i.2"
Διονυσίου_Περίτου,"11.508.ii.20"
Διονυσίου τῶν Παπύλου_Διονυσίου_Παπύλου,"12.714.2"
Διονυσ τ ί ου,"13.111.1"
Μάρκου Αὐρηλίου Διονυσίου ου Ἀντιόχου_Σωπόλεως,"12.327.1"
Μάρκου Αὐρηλίου Διονυσίου_Ζήνωνος,"12.805.3"
Μενεκλῆς Διονυσίου_Ἐπαινέτου_Ἀττάλου,"8.504.3"
Παπύλου Διονυσ ιου,"11.104.i.2"
Παπύλου Διονυσίου,"11.104.ii.3"
Διοσκουρίδου,"5.205.i.2"
Διοσκουρίδου,"5.205.ii.2"
Διοσκουρίδου,"12.1108.10"
Διοτείμου,"15.330.5"
Λιβυρνος Διοτρέφους,"12.313.2"
Διωγένης,"8.209.1"
Διογένους Δομετείνου,"13.604.2"
Διογένους Δομετείνου,"13.604.19"
Λούκιον Ἀντώνιον Κλαύδιον Δομετεῖνον Διογένην,"2.17.2"
Λου κίου Ἀντωνίου Δομε τείνου Διογένους,"1.171.a.24"
Λουκίου Ἀντωνίου Κλαυδίου Διογένους Δομετείνου,"13.156.7"
Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους,"12.520.3"
Λ ουκίου Κλαυδίου Διογένου Δομετείνου,"13.206.19"
Μᾶρκος Ἀντώνιος Ἀπελλᾶς Δομετεῖνος,"12.1007.28"
Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.6"
Τίτου Κλαυδίου Ἑρμείου Δομετείνου,"13.3.9"
Δομιτίας Ἱέρακος,"12.32.a.10"
Δουλ κιτιανοῦ,"4.6.iii.b.1"
Δουλκίτιε,"8.608.5"
Δουλκίτιον,"4.202.iii.2"
Δουλκίτιος,"4.202.ii.2"
Δροσὶς,"11.59.c.10"
Λούκιον Ἐγνάτιον Βίκτορα Λολλιανὸν,"11.414.1"
Εἰδαίου,"7.4.2"
Εἰδαίου,"11.49.4"
εισα ···,"7.15.4"
Ἑ καταίου,"13.109.a.10"
Ἑκαταίου_Διονυσίου_Ζήνωνος τρὶς_Ἑκαταίου Χάρμου,"13.109.a.1"
Ἑκαταίου Χάρμου,"13.109.a.2"
Ἑκατόμνονος,"15.245.2"
Ἀρκαθίου Ἑκάτωνος Κοΐνθου,"11.11.3"
Ἑλένη,"15.246.3"
Ἑλένης,"15.246.8"
Ἐλευθερίος,"15.240.1"
Ἑλλάδιον,"1.131.ii.4"
Ἑλλάδιος,"4.120.1"
Ἑλλάδιος,"5.118.1"
Ἔλπιδες,"7.4.1"
Ἐλπιδιανὸς ἀθλητής Ἠδυχροῦς,"11.55.b.54"
Αὐρηλία Ἐ ··· λ ··· πὶς ··· Ἀδράστου,"13.143.i.2"
Αὐρηλία Φλαβία Ἀντωνία Ἐλπὶς Νεικίου,"11.217.1"
Ἐμμόνιος θεοσεβής,"11.55.a.i.19"
Ἑορτάσιος Ἀχιλλέως,"11.55.b.31"
Ἑορτάσιος Ζωτικοῦ,"11.55.b.33"
Ἑορτάσιος Καλλικάρπου,"11.55.b.7"
Ἑορτασίου,"8.507.1"
Ἐπαγάθου,"13.204.1"
Ἐπαίνετον Φιλοδήμου,"12.502.2"
Ἐπαινέτου_Ἀττάλου,"8.504.4"
Ἐπάνδιος,"13.206.16"
Ἐπανδίου,"13.206.1"
Αὐρηλίῳ Ἐπαφρᾷ,"8.100.3"
Αἴλιος Ἐπαφρόδειτος,"12.411.8"
Ἐπαφροδείτου,"11.40.1"
Ἐπαφροδείτου,"12.1011.15"
Ἐπαφροδείτου,"12.1020.21"
Ἐπαφροδείτου υἱοῦ Μάρκου Ἀντωνείνου Ἐπαφροδείτου,"12.326.17"
··· Μᾶρ κον Οὐαλέριον Ἐπαφρόδε ··· ιτον,"12.623.5"
Μάρκου Ἀντωνείνου Ἐπαφροδείτου,"12.326.18"
Τίτου Αἰλίου Ἐπαφροδείτου,"12.411.3"
Ἐπιγόνου,"10.28.R.1"
Ἐπιγόνου_Διοσκουρίδου,"5.205.i.2"
Ἐπιγόνου_Διοσκουρίδου,"5.205.ii.2"
Αὐρηλίας Τάτης_Ἐπιθυμίας,"13.101.1"
Ἐπιθυμία,"13.101.3"
Ἐπίκτητος,"11.59.c.3"
Ἐπικτήτου,"5.11.4"
Ἐπικτή του_Τειθω νου_Ἑρμογέ νους_Ζήνω νος Γανυμή δους,"1.186.2"
Αὐρήλιος Κλαύδιος Ἐπίνεικος,"13.201.i.a.4"
Ἐπίνεικος,"13.201.i.a.2"
Ἐπίνεικος γ_Μουσαίου,"13.201.i.a.4"
Μάρκου Ἀντωνίου Ἐπινείκου,"12.325.12"
Μάρκου Αὐρηλίου Ἐπινείκου β_Μουσαίου,"13.201.i.a.1"
Ἐπι φάνις,"15.358.2"
Φλάουιον Ἐπιφάνιον ··· ··· Ἑρμίαν,"1.505.2"
Ἐπίχαρμον Χρυσάορος_Ἐπιχάρμου_Χρυσίππου,"13.701.3"
Ἐπιχάρμου_Χρυσίππου,"13.701.5"
Ἑπταμηνίου,"1.402.1"
Ἑπταμην ίου,"8.60.8.ii.1"
Γενέθλειος Ἑρμᾶ_Ἀδράστου,"12.507.2"
Ἑρμᾶ,"8.108.9"
Ἑρμᾶ,"13.304.2"
Ἑρμᾶ Ἀριστοκλέους_Ἀρτεμιδώρου,"8.112.5"
Ἑρμᾶ Ἀριστοκλέους_Ἀρτεμιδώρου,"8.113.2"
Ἑρμᾶ_Ἀριστοκλέους_Ἀρτεμιδώρου Μολοσσοῦ,"12.803.a.3"
Ἑρμᾶ_Νάρδου,"12.414.1"
Ἑρμέρωτος,"11.38.14"
Αὐρήλιός τε Ἑρμῆς Ζήνωνος,"12.526.18"
Ἑρμῆς,"12.526.18"
Ἑρμοῦ,"1.171.a.5"
Ἑρμοῦ,"12.308.27"
Ἑρμοῦ,"12.526.2"
Ἑρμοῦ,"12.526.19"
Ἑρμοῦ,"12.631.2"
Ἑρμοῦ,"13.618.a.10"
Ἑρμοῦ_Μελίτωνος,"11.41.2"
Λουκίου Ἀντωνίου Ἑρμοῦ υἱοῦ Ἑρμοῦ,"13.618.a.10"
Μᾶρκος Αὐ ρ ήλιος Ἑρμῆς,"14.12.13"
Ἑρμείου,"15.252.2"
Ἑρμήου,"11.55.a.i.24"
Ἑρμιᾶ,"2.529.1"
Ἑρμίαν Ἑρμίου_Φανίου Γλύκωνα,"12.306.i.3"
Ἑρμίας,"5.204.ιι.5"
Ἑρμίας,"8.233.a.3"
Ἑρμίας,"9.26.3"
Ἑρμιοῦ,"11.32.3"
Ἑρμίου,"12.31.13"
Ἑρμίου,"12.306.ii.4"
Ἑρμίου,"12.306.iii.3"
Ἑρμίου,"13.119.3"
Ἑρμίου_Ἑρμίου Γλύκωνος,"12.306.ii.4"
Ἑρμίου_Ἑρμίου Γλύκωνος,"12.306.iii.2"
Ἑρμίου_Μίλωνος,"12.26.e.3"
Ἑρμίου_Μί λωνος,"12.646.i.19"
Ἑρμίου_Μίλωνος,"12.646.ii.11"
Ἑρμίου_Μίλωνος,"12.646.iii.14"
Ἑρμίου_Φανίου,"12.306.i.3"
Ζήνωνα Ζήνωνος_Ἑρμείου,"13.152.3"
Κλαυδίῳ Ἀντωνίῳ Ἑρμείῳ,"13.10.1"
Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.7"
Τίτου Κλαυδίου Ἑρμείου Δομετείνου,"13.3.9"
Φλάουιον Ἐπιφάνιον ··· ··· Ἑρμίαν,"1.505.3"
Φλάβιος Ἕρμιππος,"8.69.1"
Ἑρμογένης,"12.1205.4"
Ἑρμογένης Ἑρμογένους,"12.505.1"
Ἑρμογένης Μηνοδώρου ···δώρου_Δημητρίου,"12.1205.3"
Ἑρμογένους,"11.103.5"
Ἑρμογένους,"12.505.1"
Ἑρμογένους,"12.1205.5"
Ἑρμογένους_Ἀπολλωνίου_Δημητρίου,"7.8.14"
Ἑρμογέ νους_Ζήνω νος,"1.186.4"
Ἑρμογένους_Ὑψ ικλέους ···,"12.308.26"
Μάρκου Αὐρηλίου Ἑρμογένους_Νάρδου,"13.135.1"
Ἑρμολαος,"12.210.3"
Ἑρμόλαος,"12.702.1"
Ἑρμολάου,"12.311.3"
Ἑρμολάου,"14.2.4"
Ἑρμολάου γ_Ποσειδίππου,"13.110.22"
Ἑρμολάου_Λυσίου,"14.2.5"
Φλ άουιος Κυιντ ίλιος Ἔρως Μονάξιος,"12.1001.6"
Εὐάνθης,"13.119.2"
Εὐαράστου,"10.11.M.1"
Εὐαρέστου_Ἀχέου,"13.506.a.1"
Εὐβιότου,"12.27.iii.4"
Εὐβιότου,"12.27.iii.14"
Εὐγενέτορος_Ἀττάλου,"12.914.7"
Εὐγενήας,"12.504.2"
Εὐγενία,"5.117.2"
Εὐγένιον,"5.18.3"
Εὐγένιος χρυσοχόος,"11.55.b.9"
Εὐγενίου,"11.55.b.24"
Εὐγραφίου,"4.7.i.2"
Λούκιον Κλαύδιον Ἰβηρεῖνον Εὐδαίμονα,"13.146.3"
Αὐρήλιος Εὔμαχος Ἀπελλᾶ_···ος_Ζήνωνος_Εὐδάμου Εὔδαμος,"12.524.1"
Εὔδαμον Καλλί ου_Ζήνωνος,"12.704.b.18"
Εὔδαμον Καλλίου_Ζήνω νος_Εὐδάμου,"12.704.c.3"
Εὔδαμος,"10.103.2"
Εὔδαμος,"13.203.b.7"
Εὐδάμου,"5.9.c.1"
Εὐδάμου,"5.9.c.1"
Εὐδάμου,"5.9.d.1"
Εὐδάμου,"5.9.f.1"
Εὐδάμου,"5.9.f.2"
Εὐδάμου,"12.704.a.6"
Εὐδάμου,"12.704.b.3"
Εὐδάμου,"12.704.b.16"
Εὐδάμου,"12.704.c.4"
Εὐδάμου,"12.704.c.17"
Εὐδάμου,"13.203.b.5"
Εὐδάμου,"15.10.2"
Εὐ δάμου_Μητροδώρου,"12.704.a.11"
Εὐδάμου_Μητροδώρου,"12.704.b.17"
Εὐδά μου_Μητροδώρου,"12.704.c.17"
Εὐδάμου τρὶς_Φίλωνος,"13.203.b.2"
Ζήνωνος_Εὐδάμου,"12.524.1"
Εὐθαλίου,"1.507.1"
Εὐθύμου,"3.4.i.3"
Εὐκλέους_Διογένου,"8.236.5"
Εὐλαλίου,"8.270.2"
Εὐλαμίου,"2.531.1"
Εὐμαχιανὴ,"12.524.5"
Ἀθηναγόρου_Εὐμάχου,"13.302.ii.5"
Αὐρήλιος Εὔμαχος Ἀπελλᾶ_···ος_Ζήνωνος_Εὐδάμου Εὔδαμος,"12.524.1"
Εὔμαχος,"12.524.3"
Εὔμαχος,"12.524.7"
Εὔμαχος Ἀθηναγόρου_Ἀθηναγόρου_Εὐμάχου Διογεγένης Φιλόκαισαρ,"1.6.1"
Εὔμαχος Ἀθηναγόρου_Ἀθηναγόρου_Εὐμάχου Διογένης Φιλόκαισαρ,"1.4.1"
Εὔμαχος Ἀθηναγόρου_Ἀθηναγόρου_Εὐμάχου Διογένης Φιλόκαισαρ,"1.5.1"
Εὐμάχου,"1.4.3"
Εὐμάχου,"1.5.3"
Εὐμάχου,"1.6.3"
Εὐμάχου,"2.301.2"
Εὐμάχου,"12.306.ii.3"
Εὐμάχου,"12.609.9"
Εὐμάχου,"12.705.6"
··· Εὔνικος ··· Μενάνδρου,"1.102.2"
Εὐνίκου,"9.1.1"
Εὐσεβῆι Μενάνδρου_Εὐνίκου,"11.17.4"
Εὐνόε ε ς,"12.630.3"
Εὔνοστον Ἀπολλωνίου_···_Εὐνόστου,"12.20.3"
Εὐνόστου,"12.20.4"
Εὔνου,"12.914.9"
Εὔοδος,"11.55.b.14"
Εὐόδου,"11.55.b.14"
Εὐπείθιε,"13.125.3"
Εὐπείθιον,"5.120.2"
Εὐπιθανὸς,"14.9.1"
Εὐπίθιος Εὐπιθίου,"11.55.b.53"
Εὐπίθιος πορφυρᾶς,"11.55.b.39"
Εὐπιθίου,"11.55.b.53"
Εὔπλους,"11.205.1"
Εὔπλους,"14.8.1"
Εὐπόλεμος Ἀρτεμιδώρου,"11.302.1"
Εὐπολέμου,"13.203.b.3"
Εὕρετος Ἀθηναγόρου,"11.55.b.56"
Μᾶρκος Οὔλπιος Ἀππουλήϊος Εὐρυκλῆς,"12.538.2"
Εὐσαββάθιος Διογένους,"11.55.b.18"
Εὐσαββάθιος Εὐγενίου,"11.55.b.24"
Εὐσαββάθιος Ἡδυχρόος,"11.55.b.48"
Εὐσαββάθιος λαχανοπώλης,"11.55.b.15"
Εὐσαββάθιος ξένος,"11.55.b.16"
Εὐσαββάθιος Ὀξυχολίου,"11.55.b.32"
Εὐσεβεῖ,"9.1.1"
Εὐσεβῆι Μενάνδρου_Εὐνίκου,"11.17.2"
Εὐσέβης,"9.1.1"
Εὐσέβης,"12.318.1"
Εὐσεβὴς ··· Μενάνδρου,"1.102.2"
Εὐσεβοῦς,"9.1.1"
Εὐσέβους,"12.519.3"
Εὐσεβιανοῦ,"5.6.5"
Εὐσέβιος,"4.6.ii.d.1"
Εὐσεβίου,"8.60.9.ii.1"
Εὐσεβίου,"8.60.9.iii.1"
Εὐσεβίου,"11.55.a.i.22"
Εὐσεβίου,"11.55.b.6"
Εὐσεβίου,"13.107.i.a.2"
Φλάβιος Εὐσέβιος,"11.66.2"
Εὐστόχιος,"1.202.a.1"
Εὐστόχιος,"1.302.1"
Εὐστοχίου,"15.340.6"
Εὐτάρκιος,"11.55.b.23"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"4.10.5"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"4.11.7"
Φλ άουιος Εὐτόλμιος Τατιανὸς,"5.217.5"
Εὐτρόπιος Ἡδυχρόος,"11.55.b.55"
Εὐτύχην,"11.44.4"
Εὐτύχης,"11.54.1"
Εὐτύχης ὁ Τέρτυλλος οἱ Ἀπολλοδώρου,"13.618.a.13"
Εὐτύχους,"12.27.iii.5"
Εὐτύχους_Εὐτύχους,"12.27.iii.5"
Εὐτυχία,"15.357.3"
Εὐτυχιανο···,"15.359.1"
Εὐτυχιανὸς γναφεύς,"11.55.b.58"
Τιβέριος Κλαύδιος Εὐτυχιανὸς,"12.36.21"
Εὐτύχιος ὀρνιθοπώλης,"11.55.b.27"
Εὐτύχιος χαλκοτύπος,"11.55.b.25"
Εὔτυχον,"15.313.4"
Εὔτυχος,"12.630.1"
Μαρ. Αὐρ. Εὔτυχος,"15.313.2"
Εὐφημία,"15.362.b.8"
Εὐφημία,"15.362.b.10"
Εὐφημίου,"2.532.1"
Εὐφροσύνη,"12.7.1"
Σεπτίμιος Αὐρήλιος Φλάουιος Οὐενιδιος Ὑψικλης τετράκι_Ἀρχιμήδους Εὔφρων,"12.712.1"
Σεπτίμιος Αὐρήλιος Φλάουιος Οὐενίδιος Ὑψικλῆς Εὔφρων,"12.638.6"
Ζαχαρίας μονοπώλης,"11.55.b.20"
Ζερκούνης Μιχαήλ,"1.10.1"
Λούκιον ··· Ἀντώνιον Τίτου Φλα···βίου Πάπου υἱὸν Ζη···,"8.235.4"
Ζήλου,"11.58.14"
Ζήλου,"12.35.13"
Ζήλου,"12.35.15"
Ζήλου,"12.909.8"
Ζήλου_Πολυχρονίου,"12.107.5"
Ἰουλίου Αὐρηλίου Ζήλου ἀρχιερέως υἱοῦ Χαριδήμου Ἰουλιανοῦ,"12.909.1"
Κλαύδιος Αὐρήλιος Ζῆλος,"12.909.3"
Τιβέριον Κλαύδιον Αὐρήλιον Ζῆλον,"14.18"
Τιβέριον Κλαύδιον Ζῆλον,"8.84.1"
Τιβέριος Κλαύδιος Ζῆλος,"8.85.i.1"
Τιβερίου Κλαυδίου Ζήλου,"14.18.12"
Ζην,"11.55.b.33"
Ζηνᾶ,"1.118.2"
Ζηνᾶς,"12.639.10"
Ζηνᾶς,"13.107.ii.2"
Ζηνᾶ_Διονυσίου,"1.179.17"
Μᾶρκον Αυρήλιον Ζηνᾶν Ζηνᾶ_Διονυσίου,"1.179.16"
Μάρκου Αὐρηλίου Ζηνᾶ υἱοῦ Ζηνᾶ_Διονυσίου_Απολλωνίου,"1.118.2"
Οὐλπίω ν ··· Κ ··· λαυδίων Αὐρρ ηλίων Ζηνᾶ Φωσφο ρίου,"1.158.28"
···_Ἀπολλωνίου Ζηνᾶν,"12.521.2"
Ζηνοβίου δ Ἐπαφροδείτου,"12.1011.14"
Ζηνοβίου_Ἀρτεμιδώρου Ἐπαφροδείτου,"12.1020.20"
κοῦρον Ζήνωνος Ζηνόβιον,"13.501.4"
Μάρκου Αὐρηλίου Ζηνοβίου Εἰάσονος ἀρχιε ρέως,"12.417.20"
Μάρκου Αὐρηλίου Ζηνοβίου τετράκις_Ζηνοβίου_Ἀρτεμιδώρου Ἐπαφροδείτου,"12.1020.19"
Ἀδράστου_Νικοτίμου_Ἀρτεμιδώρου_Ζήνωνος,"12.1007.20"
Ἀλένξανδρος Ζήνωνος,"12.1017.3"
Ἀπολλώνιος Ζήνωνος,"12.1017.4"
Αὐρήλιος Ζήνων,"13.702.5"
Αὐρήλιος Ζήνων Παπίου,"12.107.7"
Αὐρηλίου Ζήνωνος,"8.258.4"
Αὐρηλίου Ζήνωνος,"12.634.1"
Αὐρηλίου Ζήνωνος,"12.634.1"
Γνάιος Πόλλιος Γνέου Πολλίου Καλλίσστου υἱὸς Ζήνων,"12.412.6"
Ζήνων,"8.94.1"
Ζήνων,"11.55.b.5"
Ζήνων,"11.403.6"
Ζήνων,"12.19.5"
Ζήνων,"12.107.6"
Ζηνων,"12.210.1"
Ζήνων,"12.210.4"
Ζήνων,"12.634.1"
Ζήνων,"12.704.b.14"
Ζήνων,"13.102.ii.3"
Ζήνων,"13.104.2"
Ζήνων,"13.702.6"
Ζήνων···,"15.278.1"
Ζήνων···,"15.278.3"
Ζήνων,"15.313.3"
Ζήνων,"15.318.4"
Ζήνωνα Ἀρτεμιδώρου_Δημοφάντου,"11.223.1"
